Venta_ID,Fecha,Pais,Ciudad,Canal_Venta,Categoria,Ventas,Costo,Utilidad,Margen_Utilidad,Segmento,Satisfaccion
262,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,1095719,629632,466087,0.43,Premium,3
263,2025-01-01,Peru,Bogota,Ecommerce,Hogar,3407384,2335401,1071983,0.31,Premium,3
264,2025-01-01,Mexico,Cartagena,App Movil,Hogar,2000948,1409882,591066,0.3,Basico,5
265,2025-01-01,Peru,Cartagena,App Movil,Tecnologia,1066084,724221,341863,0.32,Premium,2
266,2025-01-01,Chile,Santiago,Ecommerce,Oficina,2203180,1843024,360156,0.16,Premium,2
267,2025-01-01,Peru,Cartagena,App Movil,Oficina,916095,692138,223957,0.24,Basico,5
268,2025-01-01,Peru,Cartagena,App Movil,Tecnologia,4986374,3441703,1544671,0.31,Premium,1
269,2025-01-01,Chile,Santiago,App Movil,Hogar,4978243,4126127,852116,0.17,Basico,4
270,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,367850,198185,169665,0.46,Premium,5
271,2025-01-01,Peru,Bogota,Ecommerce,Oficina,210565,125268,85297,0.41,Basico,2
272,2025-01-01,Chile,Bogota,App Movil,Tecnologia,2955794,2321014,634780,0.21,Premium,1
273,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,470333,321793,148540,0.32,Corporativo,1
274,2025-01-01,Peru,Bogota,Ecommerce,Oficina,4335074,2470291,1864783,0.43,Basico,4
275,2025-01-01,Peru,Lima,App Movil,Oficina,4996030,2981443,2014587,0.4,Premium,5
276,2025-01-01,Peru,Santiago,App Movil,Tecnologia,1968560,939464,1029096,0.52,Premium,1
277,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,3325263,1523549,1801714,0.54,Corporativo,3
278,2025-01-01,Chile,Lima,App Movil,Oficina,565798,396679,169119,0.3,Premium,3
279,2025-01-01,Colombia,Lima,App Movil,Oficina,1288847,1005479,283368,0.22,Premium,1
280,2025-01-01,Mexico,Lima,App Movil,Hogar,1336838,822661,514177,0.38,Basico,1
281,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,2131742,1388621,743121,0.35,Corporativo,5
282,2025-01-01,Mexico,Santiago,Ecommerce,Hogar,131045,81355,49690,0.38,Premium,2
283,2025-01-01,Mexico,Lima,App Movil,Hogar,4850889,3020876,1830013,0.38,Basico,1
284,2025-01-01,Chile,Santiago,Ecommerce,Hogar,4090338,2730036,1360302,0.33,Premium,5
285,2025-01-01,Chile,Bogota,App Movil,Tecnologia,4026069,1866713,2159356,0.54,Premium,4
286,2025-01-01,Chile,Cartagena,Ecommerce,Hogar,605160,465006,140154,0.23,Basico,3
287,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,236220,192993,43227,0.18,Premium,4
288,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,901403,629184,272219,0.3,Corporativo,1
289,2025-01-01,Mexico,Santiago,Ecommerce,Hogar,2557798,1165405,1392393,0.54,Corporativo,1
290,2025-01-01,Mexico,Bogota,App Movil,Hogar,777154,365951,411203,0.53,Basico,4
291,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,4761685,3168428,1593257,0.33,Basico,5
292,2025-01-01,Mexico,Lima,App Movil,Oficina,118688,85014,33674,0.28,Corporativo,1
293,2025-01-01,Colombia,Cartagena,App Movil,Oficina,2549600,1448842,1100758,0.43,Corporativo,1
294,2025-01-01,Chile,Lima,App Movil,Hogar,4858848,3082080,1776768,0.37,Premium,2
295,2025-01-01,Peru,Bogota,App Movil,Tecnologia,3363619,2632926,730693,0.22,Corporativo,5
296,2025-01-01,Peru,Cartagena,Ecommerce,Tecnologia,3161362,1424295,1737067,0.55,Premium,5
297,2025-01-01,Mexico,Cartagena,App Movil,Oficina,4160219,2132640,2027579,0.49,Corporativo,3
298,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,1442061,1087629,354432,0.25,Corporativo,1
299,2025-01-01,Mexico,Santiago,Tienda Fisica,Hogar,1289358,646959,642399,0.5,Corporativo,3
300,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,2431698,2037845,393853,0.16,Corporativo,2
301,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,3059562,1631443,1428119,0.47,Premium,3
302,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,1031190,554411,476779,0.46,Premium,1
303,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,332033,257650,74383,0.22,Basico,2
304,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,1726910,1379351,347559,0.2,Corporativo,1
305,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,1688870,935940,752930,0.45,Basico,2
306,2025-01-01,Chile,Cartagena,Tienda Fisica,Hogar,1629196,1103226,525970,0.32,Premium,1
307,2025-01-01,Mexico,Bogota,Ecommerce,Hogar,3304817,1825693,1479124,0.45,Corporativo,4
308,2025-01-01,Colombia,Santiago,Tienda Fisica,Hogar,3564425,1864366,1700059,0.48,Basico,3
309,2025-01-01,Peru,Lima,App Movil,Oficina,898795,569685,329110,0.37,Premium,4
310,2025-01-01,Peru,Lima,Ecommerce,Hogar,3665099,2446046,1219053,0.33,Basico,1
311,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,4274463,2380197,1894266,0.44,Corporativo,3
312,2025-01-01,Peru,Bogota,Ecommerce,Hogar,2073795,1623937,449858,0.22,Corporativo,1
313,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,4654058,3037731,1616327,0.35,Premium,2
314,2025-01-01,Mexico,Bogota,App Movil,Oficina,1075982,823511,252471,0.23,Corporativo,3
315,2025-01-01,Chile,Lima,App Movil,Hogar,225897,115436,110461,0.49,Basico,2
316,2025-01-01,Chile,Lima,Ecommerce,Oficina,4409480,2571686,1837794,0.42,Premium,4
317,2025-01-01,Mexico,Lima,Tienda Fisica,Hogar,856717,586230,270487,0.32,Corporativo,5
318,2025-01-01,Colombia,Lima,App Movil,Hogar,2946384,2474074,472310,0.16,Basico,4
319,2025-01-01,Colombia,Bogota,App Movil,Oficina,3452038,1945287,1506751,0.44,Corporativo,1
320,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,2693274,2059766,633508,0.24,Basico,4
321,2025-01-01,Peru,Santiago,App Movil,Oficina,4812443,3621430,1191013,0.25,Basico,1
322,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,962689,673066,289623,0.3,Basico,3
323,2025-01-01,Peru,Santiago,App Movil,Hogar,3655924,3012480,643444,0.18,Premium,4
324,2025-01-01,Peru,Lima,Tienda Fisica,Tecnologia,3171824,1603267,1568557,0.49,Premium,2
325,2025-01-01,Chile,Cartagena,App Movil,Tecnologia,348529,262175,86354,0.25,Premium,5
326,2025-01-01,Peru,Santiago,Tienda Fisica,Tecnologia,2908540,2281146,627394,0.22,Basico,1
327,2025-01-01,Chile,Bogota,Ecommerce,Tecnologia,2013740,1297037,716703,0.36,Corporativo,5
328,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,2359300,1544663,814637,0.35,Premium,5
329,2025-01-01,Chile,Santiago,App Movil,Tecnologia,3639839,1669051,1970788,0.54,Premium,3
330,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,1555455,1057449,498006,0.32,Premium,3
331,2025-01-01,Colombia,Lima,App Movil,Oficina,4744676,2856713,1887963,0.4,Premium,5
332,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,4192215,3500061,692154,0.17,Premium,5
333,2025-01-01,Peru,Cartagena,App Movil,Hogar,1841147,1185781,655366,0.36,Premium,3
334,2025-01-01,Chile,Cartagena,App Movil,Tecnologia,2312450,1823026,489424,0.21,Corporativo,3
335,2025-01-01,Mexico,Santiago,Tienda Fisica,Hogar,454585,303606,150979,0.33,Corporativo,1
336,2025-01-01,Colombia,Santiago,App Movil,Oficina,1658950,918963,739987,0.45,Corporativo,4
337,2025-01-01,Mexico,Cartagena,Tienda Fisica,Oficina,4510336,3283604,1226732,0.27,Basico,2
338,2025-01-01,Peru,Bogota,Ecommerce,Hogar,851590,494572,357018,0.42,Premium,1
339,2025-01-01,Colombia,Santiago,Tienda Fisica,Hogar,4326175,3117521,1208654,0.28,Premium,4
340,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,411994,286629,125365,0.3,Corporativo,4
341,2025-01-01,Chile,Bogota,App Movil,Hogar,3186404,1686444,1499960,0.47,Premium,5
342,2025-01-01,Chile,Cartagena,Tienda Fisica,Hogar,2000937,1532224,468713,0.23,Corporativo,5
343,2025-01-01,Mexico,Bogota,App Movil,Oficina,4507176,2135870,2371306,0.53,Premium,2
344,2025-01-01,Peru,Cartagena,Tienda Fisica,Oficina,3570410,1871651,1698759,0.48,Premium,1
345,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,4541075,2878025,1663050,0.37,Premium,5
346,2025-01-01,Chile,Santiago,Ecommerce,Tecnologia,3380844,1745936,1634908,0.48,Premium,4
347,2025-01-01,Mexico,Cartagena,Tienda Fisica,Tecnologia,4439883,3439532,1000351,0.23,Premium,5
348,2025-01-01,Colombia,Cartagena,App Movil,Hogar,897332,675010,222322,0.25,Basico,2
349,2025-01-01,Colombia,Bogota,Ecommerce,Oficina,1165225,546102,619123,0.53,Premium,5
350,2025-01-01,Colombia,Cartagena,App Movil,Oficina,1771499,1196347,575152,0.32,Corporativo,1
351,2025-01-01,Mexico,Lima,App Movil,Hogar,4280999,3374403,906596,0.21,Basico,1
352,2025-01-01,Chile,Lima,Ecommerce,Tecnologia,937127,733207,203920,0.22,Basico,3
353,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,142200,84582,57618,0.41,Premium,2
354,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,1342342,672756,669586,0.5,Basico,2
355,2025-01-01,Colombia,Bogota,App Movil,Hogar,2424588,1372384,1052204,0.43,Corporativo,1
356,2025-01-01,Peru,Cartagena,App Movil,Tecnologia,1629046,1249667,379379,0.23,Corporativo,5
357,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,3564709,1992001,1572708,0.44,Premium,2
358,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,575858,276742,299116,0.52,Corporativo,4
359,2025-01-01,Colombia,Lima,App Movil,Hogar,927331,443902,483429,0.52,Basico,4
360,2025-01-01,Colombia,Lima,App Movil,Hogar,3801783,1891098,1910685,0.5,Corporativo,1
361,2025-01-01,Chile,Santiago,App Movil,Hogar,2586003,2117621,468382,0.18,Premium,1
362,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,3761148,2061561,1699587,0.45,Basico,3
363,2025-01-01,Mexico,Lima,Ecommerce,Hogar,2454543,1821016,633527,0.26,Basico,1
364,2025-01-01,Chile,Lima,App Movil,Hogar,789705,582440,207265,0.26,Premium,2
365,2025-01-01,Peru,Santiago,Tienda Fisica,Oficina,3246529,2492158,754371,0.23,Corporativo,3
366,2025-01-01,Chile,Santiago,App Movil,Hogar,3719619,2518378,1201241,0.32,Basico,1
367,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,1951881,1009158,942723,0.48,Basico,4
368,2025-01-01,Chile,Cartagena,Ecommerce,Oficina,1478829,1254570,224259,0.15,Basico,5
369,2025-01-01,Peru,Lima,App Movil,Tecnologia,1763564,1179087,584477,0.33,Basico,1
370,2025-01-01,Colombia,Lima,App Movil,Oficina,4047910,3044082,1003828,0.25,Basico,5
371,2025-01-01,Chile,Santiago,App Movil,Tecnologia,2042134,1419450,622684,0.3,Corporativo,2
372,2025-01-01,Chile,Santiago,App Movil,Hogar,1043022,717428,325594,0.31,Premium,4
373,2025-01-01,Mexico,Bogota,App Movil,Hogar,3718838,2399493,1319345,0.35,Corporativo,1
374,2025-01-01,Chile,Lima,App Movil,Oficina,3038530,2098157,940373,0.31,Premium,1
375,2025-01-01,Chile,Bogota,App Movil,Oficina,3020265,1548649,1471616,0.49,Basico,1
376,2025-01-01,Chile,Cartagena,Ecommerce,Tecnologia,1885174,1221661,663513,0.35,Basico,3
377,2025-01-01,Colombia,Cartagena,Tienda Fisica,Tecnologia,3579642,2707655,871987,0.24,Corporativo,1
378,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,4386405,3331739,1054666,0.24,Premium,1
379,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,3289792,1508836,1780956,0.54,Corporativo,1
380,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,903032,718905,184127,0.2,Corporativo,5
381,2025-01-01,Mexico,Lima,Ecommerce,Hogar,692137,404054,288083,0.42,Basico,2
382,2025-01-01,Peru,Bogota,App Movil,Tecnologia,3474259,2776828,697431,0.2,Premium,4
383,2025-01-01,Chile,Cartagena,Tienda Fisica,Hogar,4532346,3484092,1048254,0.23,Corporativo,2
384,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,3384920,2386563,998357,0.29,Premium,2
385,2025-01-01,Peru,Bogota,Ecommerce,Tecnologia,529993,308767,221226,0.42,Basico,1
386,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,3747463,1704460,2043003,0.55,Premium,5
387,2025-01-01,Peru,Lima,Ecommerce,Hogar,4647519,2104386,2543133,0.55,Premium,5
388,2025-01-01,Chile,Santiago,App Movil,Oficina,1929536,1177234,752302,0.39,Corporativo,1
389,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,2569412,1791398,778014,0.3,Premium,3
390,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,2929714,2204197,725517,0.25,Basico,4
391,2025-01-01,Mexico,Santiago,Tienda Fisica,Oficina,1185569,552766,632803,0.53,Corporativo,3
392,2025-01-01,Colombia,Santiago,Tienda Fisica,Oficina,503409,288249,215160,0.43,Premium,4
393,2025-01-01,Colombia,Santiago,Tienda Fisica,Oficina,1122499,921722,200777,0.18,Basico,2
394,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,4307930,2082846,2225084,0.52,Premium,4
395,2025-01-01,Mexico,Bogota,App Movil,Tecnologia,4667603,3632236,1035367,0.22,Basico,5
396,2025-01-01,Peru,Bogota,Tienda Fisica,Oficina,2604685,1971450,633235,0.24,Corporativo,1
397,2025-01-01,Mexico,Cartagena,Tienda Fisica,Hogar,3844492,2803293,1041199,0.27,Corporativo,3
398,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,4438235,3334551,1103684,0.25,Corporativo,2
399,2025-01-01,Mexico,Santiago,Ecommerce,Tecnologia,4103382,2588237,1515145,0.37,Corporativo,5
400,2025-01-01,Colombia,Bogota,Ecommerce,Hogar,841683,658313,183370,0.22,Premium,4
401,2025-01-01,Mexico,Cartagena,App Movil,Hogar,161810,111353,50457,0.31,Corporativo,5
402,2025-01-01,Peru,Cartagena,App Movil,Oficina,344730,246236,98494,0.29,Basico,4
403,2025-01-01,Colombia,Santiago,App Movil,Oficina,3694056,1998674,1695382,0.46,Premium,5
404,2025-01-01,Colombia,Cartagena,App Movil,Oficina,1804947,1065145,739802,0.41,Premium,3
405,2025-01-01,Colombia,Lima,Tienda Fisica,Hogar,3135966,2164794,971172,0.31,Corporativo,3
406,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,1249390,966355,283035,0.23,Corporativo,2
407,2025-01-01,Peru,Lima,App Movil,Hogar,3000582,1849164,1151418,0.38,Premium,4
408,2025-01-01,Mexico,Cartagena,App Movil,Oficina,1443155,872100,571055,0.4,Corporativo,3
409,2025-01-01,Peru,Cartagena,Ecommerce,Oficina,515392,406949,108443,0.21,Basico,5
410,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,2209033,1557608,651425,0.29,Basico,5
411,2025-01-01,Peru,Cartagena,Tienda Fisica,Hogar,3757800,1818520,1939280,0.52,Corporativo,4
412,2025-01-01,Peru,Lima,Ecommerce,Oficina,3307975,2163527,1144448,0.35,Basico,1
413,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,4101073,2540440,1560633,0.38,Basico,1
414,2025-01-01,Peru,Santiago,App Movil,Oficina,1404666,880249,524417,0.37,Premium,4
415,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,2665862,1435894,1229968,0.46,Corporativo,5
416,2025-01-01,Peru,Bogota,Tienda Fisica,Hogar,2102829,1636555,466274,0.22,Basico,3
417,2025-01-01,Colombia,Cartagena,Tienda Fisica,Tecnologia,462555,284716,177839,0.38,Corporativo,5
418,2025-01-01,Peru,Lima,Ecommerce,Hogar,1424357,1077133,347224,0.24,Premium,2
419,2025-01-01,Chile,Bogota,App Movil,Tecnologia,3278583,2018260,1260323,0.38,Premium,1
420,2025-01-01,Colombia,Lima,Ecommerce,Tecnologia,808861,612785,196076,0.24,Premium,1
421,2025-01-01,Colombia,Bogota,Ecommerce,Tecnologia,100058,77671,22387,0.22,Basico,1
422,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,1779800,992731,787069,0.44,Basico,2
423,2025-01-01,Chile,Cartagena,App Movil,Tecnologia,3444163,2314687,1129476,0.33,Basico,4
424,2025-01-01,Colombia,Lima,Tienda Fisica,Oficina,1893854,860605,1033249,0.55,Premium,2
425,2025-01-01,Colombia,Bogota,Tienda Fisica,Oficina,4766307,3974788,791519,0.17,Corporativo,3
426,2025-01-01,Peru,Santiago,App Movil,Oficina,2153996,1435166,718830,0.33,Premium,5
427,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,4324043,3316095,1007948,0.23,Corporativo,5
428,2025-01-01,Chile,Santiago,Ecommerce,Tecnologia,1053571,587964,465607,0.44,Basico,5
429,2025-01-01,Peru,Lima,App Movil,Hogar,2506093,1248622,1257471,0.5,Premium,3
430,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,3633708,2858295,775413,0.21,Premium,2
431,2025-01-01,Mexico,Santiago,Ecommerce,Oficina,1362473,983117,379356,0.28,Corporativo,5
432,2025-01-01,Mexico,Lima,App Movil,Hogar,690833,441497,249336,0.36,Corporativo,3
433,2025-01-01,Peru,Cartagena,Tienda Fisica,Tecnologia,4852109,4085468,766641,0.16,Premium,5
434,2025-01-01,Colombia,Santiago,Tienda Fisica,Tecnologia,3966395,2794081,1172314,0.3,Basico,3
435,2025-01-01,Colombia,Santiago,App Movil,Tecnologia,620067,281691,338376,0.55,Basico,4
436,2025-01-01,Chile,Cartagena,Ecommerce,Hogar,4325060,2605998,1719062,0.4,Basico,1
437,2025-01-01,Chile,Lima,App Movil,Hogar,3519940,2401390,1118550,0.32,Corporativo,2
438,2025-01-01,Peru,Santiago,Ecommerce,Oficina,4288484,2044458,2244026,0.52,Premium,1
439,2025-01-01,Colombia,Cartagena,Ecommerce,Tecnologia,588603,455179,133424,0.23,Corporativo,5
440,2025-01-01,Mexico,Bogota,Tienda Fisica,Oficina,4789471,3083050,1706421,0.36,Premium,3
441,2025-01-01,Peru,Santiago,App Movil,Tecnologia,4659256,2800347,1858909,0.4,Basico,1
442,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,3279237,1562723,1716514,0.52,Premium,3
443,2025-01-01,Chile,Bogota,Ecommerce,Hogar,4563926,2670185,1893741,0.41,Corporativo,3
444,2025-01-01,Peru,Santiago,Ecommerce,Hogar,4945811,2741463,2204348,0.45,Premium,4
445,2025-01-01,Chile,Santiago,App Movil,Oficina,4969563,2588778,2380785,0.48,Premium,2
446,2025-01-01,Mexico,Bogota,Tienda Fisica,Tecnologia,1805368,1017888,787480,0.44,Corporativo,2
447,2025-01-01,Peru,Lima,App Movil,Oficina,1256715,758685,498030,0.4,Basico,2
448,2025-01-01,Colombia,Bogota,App Movil,Hogar,2458977,1537770,921207,0.37,Basico,1
449,2025-01-01,Mexico,Cartagena,App Movil,Hogar,4069991,2917331,1152660,0.28,Basico,3
450,2025-01-01,Chile,Lima,App Movil,Oficina,483686,301141,182545,0.38,Premium,3
451,2025-01-01,Mexico,Lima,Ecommerce,Oficina,1846623,1469119,377504,0.2,Basico,2
452,2025-01-01,Mexico,Santiago,Tienda Fisica,Oficina,4048995,2709289,1339706,0.33,Basico,2
453,2025-01-01,Chile,Santiago,Tienda Fisica,Oficina,1135418,942311,193107,0.17,Corporativo,4
454,2025-01-01,Chile,Cartagena,Ecommerce,Hogar,709005,566493,142512,0.2,Basico,1
455,2025-01-01,Chile,Lima,Ecommerce,Tecnologia,2256868,1277435,979433,0.43,Premium,1
456,2025-01-01,Chile,Lima,App Movil,Hogar,3249645,1696348,1553297,0.48,Corporativo,3
457,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,2991127,2225354,765773,0.26,Basico,3
458,2025-01-01,Chile,Bogota,Tienda Fisica,Oficina,4532123,3028655,1503468,0.33,Corporativo,1
459,2025-01-01,Mexico,Cartagena,Ecommerce,Hogar,2417743,1876381,541362,0.22,Basico,4
460,2025-01-01,Colombia,Santiago,Ecommerce,Tecnologia,3397216,1947801,1449415,0.43,Premium,5
461,2025-01-01,Peru,Lima,Tienda Fisica,Tecnologia,3393936,2586467,807469,0.24,Premium,3
462,2025-01-01,Colombia,Cartagena,Tienda Fisica,Tecnologia,4757350,3855288,902062,0.19,Basico,3
463,2025-01-01,Mexico,Bogota,Tienda Fisica,Hogar,1727336,1071324,656012,0.38,Basico,5
464,2025-01-01,Chile,Bogota,App Movil,Tecnologia,3279473,2214674,1064799,0.32,Premium,4
465,2025-01-01,Chile,Santiago,Tienda Fisica,Tecnologia,4170504,2688296,1482208,0.36,Corporativo,3
466,2025-01-01,Peru,Cartagena,App Movil,Oficina,4378923,2578935,1799988,0.41,Basico,5
467,2025-01-01,Mexico,Santiago,Tienda Fisica,Oficina,4111362,2067376,2043986,0.5,Corporativo,5
468,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,2212976,1439336,773640,0.35,Premium,1
469,2025-01-01,Peru,Bogota,Tienda Fisica,Hogar,3311192,2403538,907654,0.27,Premium,2
470,2025-01-01,Chile,Lima,App Movil,Oficina,1865308,1555046,310262,0.17,Basico,2
471,2025-01-01,Colombia,Cartagena,Tienda Fisica,Tecnologia,1851164,988423,862741,0.47,Premium,5
472,2025-01-01,Peru,Cartagena,App Movil,Hogar,4748654,3254811,1493843,0.31,Corporativo,3
473,2025-01-01,Colombia,Santiago,App Movil,Oficina,4117956,2774604,1343352,0.33,Corporativo,5
474,2025-01-01,Colombia,Cartagena,App Movil,Tecnologia,3425726,1746037,1679689,0.49,Basico,3
475,2025-01-01,Mexico,Santiago,App Movil,Oficina,2357606,1802747,554859,0.24,Basico,2
476,2025-01-01,Chile,Lima,Tienda Fisica,Tecnologia,842567,538803,303764,0.36,Basico,1
477,2025-01-01,Colombia,Bogota,Ecommerce,Oficina,474640,332139,142501,0.3,Corporativo,2
478,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,1836253,958685,877568,0.48,Premium,2
479,2025-01-01,Peru,Santiago,Tienda Fisica,Hogar,3724000,1711043,2012957,0.54,Corporativo,4
480,2025-01-01,Peru,Bogota,App Movil,Tecnologia,1806501,838780,967721,0.54,Corporativo,2
481,2025-01-01,Chile,Santiago,Ecommerce,Hogar,319891,183648,136243,0.43,Premium,2
482,2025-01-01,Mexico,Bogota,Ecommerce,Tecnologia,3299667,2111539,1188128,0.36,Corporativo,4
483,2025-01-01,Mexico,Cartagena,App Movil,Tecnologia,1794045,1342286,451759,0.25,Basico,4
484,2025-01-01,Chile,Santiago,App Movil,Tecnologia,3539078,2392067,1147011,0.32,Basico,3
485,2025-01-01,Colombia,Lima,Ecommerce,Hogar,269470,160167,109303,0.41,Premium,1
486,2025-01-01,Chile,Lima,Ecommerce,Hogar,1945075,1448693,496382,0.26,Corporativo,1
487,2025-01-01,Mexico,Santiago,App Movil,Tecnologia,4865465,3737831,1127634,0.23,Basico,1
488,2025-01-01,Mexico,Bogota,Ecommerce,Oficina,3311989,2679836,632153,0.19,Corporativo,1
489,2025-01-01,Mexico,Lima,Ecommerce,Oficina,1697377,1376906,320471,0.19,Premium,4
490,2025-01-01,Mexico,Lima,App Movil,Hogar,3693043,2461909,1231134,0.33,Premium,5
491,2025-01-01,Chile,Cartagena,App Movil,Tecnologia,2455199,1319009,1136190,0.46,Basico,2
492,2025-01-01,Peru,Lima,App Movil,Oficina,4178967,3341186,837781,0.2,Corporativo,4
493,2025-01-01,Peru,Lima,Tienda Fisica,Hogar,4894770,2215433,2679337,0.55,Corporativo,2
494,2025-01-01,Chile,Cartagena,Tienda Fisica,Hogar,1439457,1147445,292012,0.2,Premium,4
495,2025-01-01,Colombia,Cartagena,Ecommerce,Hogar,1546780,703835,842945,0.54,Premium,3
496,2025-01-01,Peru,Santiago,App Movil,Hogar,1367837,849081,518756,0.38,Basico,4
497,2025-01-01,Colombia,Santiago,Ecommerce,Hogar,3676255,2726304,949951,0.26,Corporativo,5
498,2025-01-01,Mexico,Lima,Ecommerce,Tecnologia,1021759,593334,428425,0.42,Premium,3
499,2025-01-01,Mexico,Lima,Tienda Fisica,Tecnologia,2332034,1381327,950707,0.41,Corporativo,4
500,2025-01-01,Chile,Bogota,Tienda Fisica,Tecnologia,2478693,1989735,488958,0.2,Premium,1
501,2025-01-01,Mexico,Cartagena,Tienda Fisica,Hogar,1118077,780218,337859,0.3,Premium,4
502,2025-01-01,Peru,Cartagena,Ecommerce,Hogar,914840,456073,458767,0.5,Basico,1
503,2025-01-01,Mexico,Santiago,Ecommerce,Hogar,4599044,2769516,1829528,0.4,Basico,2
504,2025-01-01,Peru,Bogota,Tienda Fisica,Tecnologia,3583116,2403145,1179971,0.33,Corporativo,5
505,2025-01-01,Mexico,Bogota,App Movil,Hogar,2169127,1185196,983931,0.45,Basico,5
506,2025-01-01,Chile,Cartagena,Tienda Fisica,Oficina,2088343,1292097,796246,0.38,Corporativo,3
507,2025-01-01,Mexico,Cartagena,App Movil,Hogar,4785599,3711226,1074373,0.22,Corporativo,4
508,2025-01-01,Mexico,Bogota,Ecommerce,Hogar,3588456,2691241,897215,0.25,Premium,3
509,2025-01-01,Mexico,Lima,App Movil,Oficina,3734402,2517459,1216943,0.33,Premium,3
510,2025-01-01,Chile,Lima,Tienda Fisica,Hogar,1420366,1026881,393485,0.28,Premium,4
511,2025-01-01,Chile,Cartagena,Ecommerce,Tecnologia,1199529,653094,546435,0.46,Premium,1
512,2025-01-01,Peru,Lima,Tienda Fisica,Tecnologia,4676295,3787762,888533,0.19,Basico,2
513,2025-01-01,Peru,Bogota,App Movil,Tecnologia,1096649,929714,166935,0.15,Corporativo,5
514,2025-01-01,Peru,Cartagena,App Movil,Oficina,1494443,836826,657617,0.44,Corporativo,2
515,2025-01-01,Chile,Bogota,Ecommerce,Oficina,1053530,741479,312051,0.3,Corporativo,2
516,2025-01-01,Colombia,Santiago,App Movil,Hogar,4633465,2504065,2129400,0.46,Basico,2
517,2025-01-01,Peru,Cartagena,Ecommerce,Hogar,2736473,1270025,1466448,0.54,Basico,1
518,2025-01-01,Chile,Cartagena,App Movil,Oficina,3830242,2416434,1413808,0.37,Basico,3
519,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,4391857,3034211,1357646,0.31,Premium,3
520,2025-01-01,Peru,Santiago,Ecommerce,Hogar,4364448,3495056,869392,0.2,Corporativo,4
521,2025-01-01,Mexico,Cartagena,App Movil,Oficina,4851334,3249800,1601534,0.33,Premium,2
522,2025-01-01,Peru,Lima,Ecommerce,Tecnologia,1994473,1386702,607771,0.3,Premium,4
523,2025-01-01,Chile,Cartagena,Tienda Fisica,Tecnologia,1731938,1375723,356215,0.21,Premium,4
524,2025-01-01,Peru,Santiago,App Movil,Oficina,2452542,1616621,835921,0.34,Corporativo,3
525,2025-01-01,Colombia,Cartagena,Tienda Fisica,Oficina,1108603,834149,274454,0.25,Premium,4
